token_spacy,lemma,pos,info pos
fit,faire,VERB,verb
plusieurs,plusieurs,DET,determiner
statues,statue,NOUN,noun
des,de,ADP,adposition
Spartiates,spartiate,NOUN,noun
"
","
",SPACE,space
ALÉVAS,ALÉVAS,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
cité,citer,VERB,verb
par,par,ADP,adposition
Pline,pline,NOUN,noun
au,au,ADP,adposition
nombre,nombre,NOUN,noun
des,de,ADP,adposition
artistes,artiste,NOUN,noun
qui,qui,PRON,pronoun
ont,avoir,AUX,auxiliary
le,le,DET,determiner
mieux,mieux,ADV,adverb
représenté,représenter,VERB,verb
",",",",PUNCT,punctuation
en,en,ADP,adposition
bronze,bronze,NOUN,noun
",",",",PUNCT,punctuation
les,le,DET,determiner
philosophes,philosophe,NOUN,noun
"
","
",SPACE,space
AMMONIUS,AMMONIUS,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
PHYDIAS,phydia,NOUN,noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
Phydias,Phydias,PROPN,proper noun
",",",",PUNCT,punctuation
ont,avoir,AUX,auxiliary
fait,faire,VERB,verb
la,le,DET,determiner
statue,statue,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
singe,singe,NOUN,noun
en,en,ADP,adposition
cipolin,cipolin,PROPN,proper noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
se,se,PRON,pronoun
trouvait,trouver,VERB,verb
dans,dans,ADP,adposition
le,le,DET,determiner
Capitole,capitole,NOUN,noun
"
","
",SPACE,space
AMPHICRATES,AMPHICRATES,PROPN,proper noun
",",",",PUNCT,punctuation
était,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
lionne,lion,NOUN,noun
",",",",PUNCT,punctuation
monument,monument,NOUN,noun
élevé,élevé,ADJ,adjective
par,par,ADP,adposition
les,le,DET,determiner
Athéniens,athénien,NOUN,noun
a,avoir,VERB,verb
la,le,DET,determiner
mémoire,mémoire,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
courtisane,courtisane,NOUN,noun
Leæna,Leæna,PROPN,proper noun
(,(,PUNCT,punctuation
la,le,DET,determiner
lionne,lion,NOUN,noun
),),PUNCT,punctuation
"
","
",SPACE,space
AMPHISTRATE,AMPHISTRATE,PROPN,proper noun
.,.,PUNCT,punctuation
On,on,PRON,pronoun
avait,avoir,AUX,auxiliary
de,de,ADP,adposition
lui,luire,PRON,pronoun
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
l',le,DET,determiner
historien,historien,NOUN,noun
Callisthènes,Callisthènes,PROPN,proper noun
",",",",PUNCT,punctuation
placée,placer,VERB,verb
dans,dans,ADP,adposition
les,le,DET,determiner
jardins,jardin,NOUN,noun
Serviliens,serviliens,VERB,verb
sur,sur,ADP,adposition
les,le,DET,determiner
bords,bord,NOUN,noun
du,de,ADP,adposition
Tibre,Tibre,PROPN,proper noun
"
","
",SPACE,space
AMYCLiEUS,AMYCLiEUS,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
DYULLUS,DYULLUS,PROPN,proper noun
de,de,ADP,adposition
Corinthe,Corinthe,PROPN,proper noun
",",",",PUNCT,punctuation
firent,faire,VERB,verb
",",",",PUNCT,punctuation
d',de,ADP,adposition
après,après,ADP,adposition
Pausanias,Pausanias,PROPN,proper noun
",",",",PUNCT,punctuation
la,le,DET,determiner
statue,statue,NOUN,noun
du,de,ADP,adposition
devin,devin,NOUN,noun
Tellias,Tellias,PROPN,proper noun
"
","
",SPACE,space
ANAXAGORE,anaxagore,NOUN,noun
d',de,ADP,adposition
Egine,Egine,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
cité,citer,VERB,verb
par,par,ADP,adposition
Pausanias,Pausanias,PROPN,proper noun
",",",",PUNCT,punctuation
Hérodote,Hérodote,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Anacréon,Anacréon,PROPN,proper noun
.,.,PUNCT,punctuation
Il,il,PRON,pronoun
était,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Jupiter,Jupiter,PROPN,proper noun
",",",",PUNCT,punctuation
que,que,SCONJ,subordinating conjunction
les,le,DET,determiner
Grecs,grec,NOUN,noun
placèrent,placer,VERB,verb
à,à,ADP,adposition
Egine,Egine,PROPN,proper noun
"
","
",SPACE,space
ANAXIMÈNE,anaximène,NOUN,noun
de,de,ADP,adposition
Milet,Milet,PROPN,proper noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
d',de,ADP,adposition
Eurystratos,Eurystratos,PROPN,proper noun
",",",",PUNCT,punctuation
statuaire,statuaire,NOUN,noun
de,de,ADP,adposition
l',le,DET,determiner
époque,époque,NOUN,noun
romaine,romain,ADJ,adjective
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Q.,Q.,PROPN,proper noun
Cœcilius,Cœcilius,PROPN,proper noun
Rufinus,Rufinus,PROPN,proper noun
"
","
",SPACE,space
ANDAAGORAS,andaagora,NOUN,noun
de,de,ADP,adposition
Rhodes,Rhodes,PROPN,proper noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
d',de,ADP,adposition
Aristide,Aristide,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
statue,statue,NOUN,noun
en,en,ADP,adposition
bronze,bronze,NOUN,noun
de,de,ADP,adposition
l',le,DET,determiner
orateur,orateur,NOUN,noun
athénien,athénien,ADJ,adjective
Stratoclès,Stratoclès,PROPN,proper noun
"
","
",SPACE,space
ANDROBULE,ANDROBULE,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
cité,citer,VERB,verb
par,par,ADP,adposition
Pline,pline,NOUN,noun
comme',comme',PROPN,proper noun
ayant,avoir,AUX,auxiliary
fait,faire,VERB,verb
avec,avec,ADP,adposition
grand,grand,ADJ,adjective
succès,succès,NOUN,noun
des,de,ADP,adposition
statues,statue,NOUN,noun
de,de,ADP,adposition
philosophes,philosophe,NOUN,noun
"
","
",SPACE,space
ANDRON,ANDRON,PROPN,proper noun
",",",",PUNCT,punctuation
fit,faire,VERB,verb
une,un,DET,determiner
statue,statue,NOUN,noun
d',de,ADP,adposition
Harmonie,harmonie,NOUN,noun
"
","
",SPACE,space
ANGÉLION,ANGÉLION,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
TECTÉE,TECTÉE,PROPN,proper noun
",",",",PUNCT,punctuation
élèves,élève,NOUN,noun
de,de,ADP,adposition
Dipène,Dipène,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
de,de,ADP,adposition
Scyllis,Scyllis,PROPN,proper noun
.,.,PUNCT,punctuation
Ils,il,PRON,pronoun
firent,faire,VERB,verb
Four,four,NOUN,noun
Délos,Délos,PROPN,proper noun
un,un,DET,determiner
Apollon,apollon,NOUN,noun
colossal,colossal,ADJ,adjective
"
","
",SPACE,space
ANTIGONE,ANTIGONE,PROPN,proper noun
",",",",PUNCT,punctuation
exécuta,exécuter,VERB,verb
",",",",PUNCT,punctuation
d',de,ADP,adposition
après,après,ADP,adposition
l',le,DET,determiner
inscription,inscription,NOUN,noun
retrouvée,retrouver,VERB,verb
sur,sur,ADP,adposition
une,un,DET,determiner
base,base,NOUN,noun
antique,antique,ADJ,adjective
",",",",PUNCT,punctuation
la,le,DET,determiner
statuede,statuede,NOUN,noun
Cotys,coty,NOUN,noun
IV,iv,ADJ,adjective
"
","
",SPACE,space
ANTIGONE,ANTIGONE,PROPN,proper noun
",",",",PUNCT,punctuation
représenta,représenter,VERB,verb
",",",",PUNCT,punctuation
selon,selon,ADP,adposition
Pline,Pline,PROPN,proper noun
",",",",PUNCT,punctuation
les,le,DET,determiner
combats,combat,NOUN,noun
d',de,ADP,adposition
Eumène,Eumène,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
d',de,ADP,adposition
Attale,attal,ADJ,adjective
Ier,Ier,NUM,numeral
",",",",PUNCT,punctuation
rois,roi,NOUN,noun
de,de,ADP,adposition
Pergame,Pergame,PROPN,proper noun
",",",",PUNCT,punctuation
contre,contre,ADP,adposition
les,le,DET,determiner
Gaulois,gaulois,NOUN,noun
"
","
",SPACE,space
ANTIOCHUS,ANTIOCHUS,PROPN,proper noun
d',de,ADP,adposition
Athènes,Athènes,PROPN,proper noun
",",",",PUNCT,punctuation
sculpteur,sculpteur,NOUN,noun
dont,dont,PRON,pronoun
le,le,DET,determiner
nom,nom,NOUN,noun
se,se,PRON,pronoun
trouve,trouver,VERB,verb
gravé,graver,VERB,verb
sur,sur,ADP,adposition
un,un,DET,determiner
fragment,fragment,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
statue,statue,NOUN,noun
colossale,colossal,ADJ,adjective
de,de,ADP,adposition
Minerve,Minerve,PROPN,proper noun
qui,qui,PRON,pronoun
se,se,PRON,pronoun
trouve,trouver,VERB,verb
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
"
","
",SPACE,space
ANTIPHANE,antiphane,VERB,verb
d',de,ADP,adposition
Argos,Argos,PROPN,proper noun
fut,être,AUX,auxiliary
",",",",PUNCT,punctuation
d',de,ADP,adposition
après,après,ADP,adposition
Pausanias,Pausanias,PROPN,proper noun
",",",",PUNCT,punctuation
le,le,DET,determiner
disciple,disciple,NOUN,noun
de,de,ADP,adposition
Périclète,périclète,NOUN,noun
et,et,CCONJ,coordinating conjunction
le,le,DET,determiner
maître,maître,NOUN,noun
de,de,ADP,adposition
Cléon,Cléon,PROPN,proper noun
.,.,PUNCT,punctuation
On,on,PRON,pronoun
lui,luire,PRON,pronoun
devait,devoir,VERB,verb
des,de,ADP,adposition
statues,statue,NOUN,noun
de,de,ADP,adposition
héros,héros,NOUN,noun
"
","
",SPACE,space
ANTIPHANE,antiphane,VERB,verb
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
de,de,ADP,adposition
Trasonidès,Trasonidès,PROPN,proper noun
de,de,ADP,adposition
Paros,Paros,PROPN,proper noun
",",",",PUNCT,punctuation
nous,nous,PRON,pronoun
est,être,AUX,auxiliary
connu,connaître,VERB,verb
d',de,ADP,adposition
après,après,ADP,adposition
une,un,DET,determiner
inscription,inscription,NOUN,noun
gravée,graver,VERB,verb
sur,sur,ADP,adposition
la,le,DET,determiner
plinthe,plinthe,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Mercure,Mercure,PROPN,proper noun
"
","
",SPACE,space
ANTÉNOR,ANTÉNOR,PROPN,proper noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
d',de,ADP,adposition
Euphranor,Euphranor,PROPN,proper noun
",",",",PUNCT,punctuation
lit,lit,NOUN,noun
selon,selon,ADP,adposition
Pausanias,Pausanias,PROPN,proper noun
les,le,DET,determiner
statues,statue,NOUN,noun
d',de,ADP,adposition
Harmodius,Harmodius,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
d',de,ADP,adposition
Aristogiron,Aristogiron,PROPN,proper noun
"
","
",SPACE,space
APOLLONIUS,APOLLONIUS,PROPN,proper noun
d',de,ADP,adposition
Athènes,Athènes,PROPN,proper noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
de,de,ADP,adposition
Xamus,Xamus,PROPN,proper noun
.,.,PUNCT,punctuation
On,on,PRON,pronoun
lui,luire,PRON,pronoun
doit,devoir,VERB,verb
comme,comme,ADP,adposition
au,au,ADP,adposition
précédent,précédent,NOUN,noun
",",",",PUNCT,punctuation
une,un,DET,determiner
tète,tète,NOUN,noun
d',de,ADP,adposition
Auguste,Auguste,PROPN,proper noun
en,en,ADP,adposition
bronze,bronze,NOUN,noun
",",",",PUNCT,punctuation
trouvée,trouver,VERB,verb
à,à,ADP,adposition
Herculanum,Herculanum,PROPN,proper noun
"
","
",SPACE,space
APOLLONIUS,APOLLONIUS,PROPN,proper noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
cTArchias,ctarchias,ADV,adverb
d',de,ADP,adposition
Athènes,Athènes,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
belle,bel,ADJ,adjective
tête,tête,NOUN,noun
d',de,ADP,adposition
Auguste,Auguste,PROPN,proper noun
en,en,ADP,adposition
bronze,bronze,NOUN,noun
",",",",PUNCT,punctuation
découverte,découverte,NOUN,noun
à,à,ADP,adposition
Herculanum,Herculanum,PROPN,proper noun
"
","
",SPACE,space
ARCHIDAMUS,archidamu,NOUN,noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
de,de,ADP,adposition
Nicomaque,Nicomaque,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
de,de,ADP,adposition
deux,deux,NUM,numeral
statues,statue,NOUN,noun
élevées,élevé,ADJ,adjective
à,à,ADP,adposition
I,i,ADJ,adjective
ibère,ibère,NOUN,noun
et,et,CCONJ,coordinating conjunction
à,à,ADP,adposition
son,son,DET,determiner
fils,fils,NOUN,noun
Julius,Julius,PROPN,proper noun
Drusus,drusus,ADV,adverb
César,César,PROPN,proper noun
"
","
",SPACE,space
ARCÉSILAS,arcésila,NOUN,noun
ou,ou,CCONJ,coordinating conjunction
ARCESILAUS,arcesilau,NOUN,noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
d',de,ADP,adposition
Aristodicus,Aristodicus,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
cité,citer,VERB,verb
par,par,ADP,adposition
Diogène,diogène,NOUN,noun
Laërce,laërce,NOUN,noun
comme,comme,ADP,adposition
ayant,avoir,AUX,auxiliary
fait,faire,VERB,verb
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Diane,Diane,PROPN,proper noun
"
","
",SPACE,space
ARCÉSILAS,ARCÉSILAS,PROPN,proper noun
ou,ou,CCONJ,coordinating conjunction
ARCHÉSITAS,ARCHÉSITAS,PROPN,proper noun
.,.,PUNCT,punctuation
Pline,pline,NOUN,noun
le,le,PRON,pronoun
cite,citer,VERB,verb
comme,comme,ADP,adposition
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
groupe,groupe,NOUN,noun
",",",",PUNCT,punctuation
les,le,DET,determiner
Centaures,centaure,NOUN,noun
portant,porter,VERB,verb
des,un,DET,determiner
nymphes,nymphe,NOUN,noun
"
","
",SPACE,space
ARGUS,ARGUS,PROPN,proper noun
",",",",PUNCT,punctuation
statuaire,statuaire,NOUN,noun
des,de,ADP,adposition
temps,temps,NOUN,noun
mythologiques,mythologique,ADJ,adjective
",",",",PUNCT,punctuation
cité,cité,NOUN,noun
par,par,ADP,adposition
Clément,Clément,PROPN,proper noun
d',de,ADP,adposition
Alexandrie,Alexandrie,PROPN,proper noun
comme,comme,ADP,adposition
ayant,avoir,AUX,auxiliary
été,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Junon,junon,NOUN,noun
en,en,ADP,adposition
bois,bois,NOUN,noun
"
","
",SPACE,space
ARISTANDRE,ARISTANDRE,PROPN,proper noun
de,de,ADP,adposition
Paros,Paros,PROPN,proper noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
de,de,ADP,adposition
Scopas,Scopas,PROPN,proper noun
",",",",PUNCT,punctuation
restaura,restaurer,VERB,verb
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Billienus,Billienus,PROPN,proper noun
",",",",PUNCT,punctuation
légat,légat,NOUN,noun
d',de,ADP,adposition
Auguste,Auguste,PROPN,proper noun
",",",",PUNCT,punctuation
faite,faire,VERB,verb
par,par,ADP,adposition
Agasias,Agasias,PROPN,proper noun
"
","
",SPACE,space
ARISTANDRE,ARISTANDRE,PROPN,proper noun
de,de,ADP,adposition
Paros,Paros,PROPN,proper noun
",",",",PUNCT,punctuation
vivait,vivre,VERB,verb
",",",",PUNCT,punctuation
d',de,ADP,adposition
après,après,ADP,adposition
Pausanias,Pausanias,PROPN,proper noun
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
la,le,DET,determiner
olympiade,olympiade,NOUN,noun
av.,av.,PROPN,proper noun
J.,J.,PROPN,proper noun
-C.,-C.,PROPN,proper noun
),),PUNCT,punctuation
.,.,PUNCT,punctuation
Il,il,PRON,pronoun
fit,faire,VERB,verb
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Sparte,Sparte,PROPN,proper noun
",",",",PUNCT,punctuation
tenant,tenir,VERB,verb
une,un,DET,determiner
lyre,lyre,NOUN,noun
"
","
",SPACE,space
ARISTEAS,ARISTEAS,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
PAPPIAS,pappia,ADJ,adjective
",",",",PUNCT,punctuation
sculpteurs,sculpteur,NOUN,noun
d',de,ADP,adposition
Aphrodisias,Aphrodisias,PROPN,proper noun
",",",",PUNCT,punctuation
en,en,ADP,adposition
Phrygie,Phrygie,PROPN,proper noun
",",",",PUNCT,punctuation
connus,connaître,VERB,verb
d',de,ADP,adposition
après,après,ADP,adposition
une,un,DET,determiner
inscription,inscription,NOUN,noun
gravée,graver,VERB,verb
sur,sur,ADP,adposition
des,un,DET,determiner
centaures,centaure,NOUN,noun
en,en,ADP,adposition
marbre,marbre,NOUN,noun
noir,noir,ADJ,adjective
"
","
",SPACE,space
ARISTOCLÈS,ARISTOCLÈS,PROPN,proper noun
d',de,ADP,adposition
Athènes,Athènes,PROPN,proper noun
",",",",PUNCT,punctuation
est,être,AUX,auxiliary
l',le,DET,determiner
auteur,auteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
figure,figure,NOUN,noun
de,de,ADP,adposition
guerrier,guerrier,NOUN,noun
en,en,ADP,adposition
bas-relief,bas-relief,NOUN,noun
sur,sur,ADP,adposition
un,un,DET,determiner
monument,monument,NOUN,noun
funèbre,funèbre,NOUN,noun
consacré,consacrer,VERB,verb
à,à,ADP,adposition
un,un,DET,determiner
personnage,personnage,NOUN,noun
nommé,nommer,VERB,verb
Ariston,Ariston,PROPN,proper noun
"
","
",SPACE,space
ARISTOCLÈS,ARISTOCLÈS,PROPN,proper noun
de,de,ADP,adposition
Sicyone,Sicyone,PROPN,proper noun
",",",",PUNCT,punctuation
fils,fils,NOUN,noun
de,de,ADP,adposition
Cléœtas,Cléœtas,PROPN,proper noun
",",",",PUNCT,punctuation
petit-fils,petit-fils,NOUN,noun
d',de,ADP,adposition
Aristoclès,Aristoclès,PROPN,proper noun
de,de,ADP,adposition
Cydonie,Cydonie,PROPN,proper noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
frère,frère,NOUN,noun
de,de,ADP,adposition
Canachus,Canachus,PROPN,proper noun
l',le,DET,determiner
Ancien,ancien,ADJ,adjective
.,.,PUNCT,punctuation
On,on,PRON,pronoun
avait,avoir,AUX,auxiliary
de,de,ADP,adposition
lui,luire,PRON,pronoun
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
Muse,Muse,PROPN,proper noun
"
","
",SPACE,space
ARISTOCLËS,aristoclë,NOUN,noun
de,de,ADP,adposition
Cydonie,Cydonie,PROPN,proper noun
",",",",PUNCT,punctuation
en,en,ADP,adposition
Crète,Crète,PROPN,proper noun
",",",",PUNCT,punctuation
nommé,nommer,VERB,verb
",",",",PUNCT,punctuation
aussi,aussi,ADV,adverb
de,de,ADP,adposition
Sicyone,Sicyone,PROPN,proper noun
parce,parce,SCONJ,subordinating conjunction
qu',que,SCONJ,subordinating conjunction
il,il,PRON,pronoun
travailla,travailler,VERB,verb
dans,dans,ADP,adposition
cette,ce,DET,determiner
ville,ville,NOUN,noun
",",",",PUNCT,punctuation
était,être,AUX,auxiliary
Fauteur,fauteur,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
statue,statue,NOUN,noun
d',de,ADP,adposition
Amazone,amazone,NOUN,noun
combattant,combattre,VERB,verb
Hercule,Hercule,PROPN,proper noun
"
","
",SPACE,space
ARISTODÈME,ARISTODÈME,PROPN,proper noun
",",",",PUNCT,punctuation
excellait,exceller,VERB,verb
",",",",PUNCT,punctuation
selon,selon,ADP,adposition
Pline,Pline,PROPN,proper noun
",",",",PUNCT,punctuation
à,à,ADP,adposition
représenter,représenter,VERB,verb
les,le,DET,determiner
athlètes,athlète,NOUN,noun
",",",",PUNCT,punctuation
les,le,DET,determiner
philosophes,philosophe,NOUN,noun
et,et,CCONJ,coordinating conjunction
les,le,DET,determiner
vieilles,vieux,ADJ,adjective
femmes,femme,NOUN,noun
"
","
",SPACE,space
ARISTOGITON,ARISTOGITON,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
HYPATODORE,HYPATODORE,PROPN,proper noun
",",",",PUNCT,punctuation
de,de,ADP,adposition
Thèbes,Thèbes,PROPN,proper noun
",",",",PUNCT,punctuation
sont,être,AUX,auxiliary
cités,citer,VERB,verb
comme,comme,ADP,adposition
ayant,avoir,AUX,auxiliary
fait,faire,VERB,verb
la,le,DET,determiner
statue,statue,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
habitant,habitant,NOUN,noun
d,d,ADP,adposition
',',ADP,adposition
Orchomène,orchomène,NOUN,noun
"
","
",SPACE,space
ARISTOMÈDE,aristomèd,ADJ,adjective
et,et,CCONJ,coordinating conjunction
SOCRATE,socrate,NOUN,noun
de,de,ADP,adposition
Thèbes,Thèbes,PROPN,proper noun
",",",",PUNCT,punctuation
firent,faire,VERB,verb
ensemble,ensemble,NOUN,noun
",",",",PUNCT,punctuation
selon,selon,ADP,adposition
Pausanias,Pausanias,PROPN,proper noun
",",",",PUNCT,punctuation
une,un,DET,determiner
statue,statue,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
déesse,déesse,NOUN,noun
Cybèle,Cybèle,PROPN,proper noun
",",",",PUNCT,punctuation
consacrée,consacrer,VERB,verb
par,par,ADP,adposition
Pindare,Pindare,PROPN,proper noun
"
","
",SPACE,space
ARISTOMÉDON,ARISTOMÉDON,PROPN,proper noun
d',de,ADP,adposition
Argos,Argos,PROPN,proper noun
",",",",PUNCT,punctuation
cité,cité,NOUN,noun
par,par,ADP,adposition
Pausanias,Pausanias,PROPN,proper noun
comme,comme,ADP,adposition
ayant,avoir,AUX,auxiliary
exécuté,exécuter,VERB,verb
des,de,ADP,adposition
statues,statue,NOUN,noun
du,de,ADP,adposition
devin,devin,NOUN,noun
Tellias,Tellias,PROPN,proper noun
